Surface [m2],Rooms,Price [CHF/month],Country,City
60.0,2.0,1550,Switzerland,Basel
68.0,3.0,1560,Switzerland,Basel
78.0,3.0,1560,Switzerland,Basel
60.0,2.0,1562,Switzerland,Basel
54.0,2.0,1570,Switzerland,Basel
60.0,3.0,1580,Switzerland,Basel
57.0,2.0,1580,Switzerland,Basel
61.0,3.0,1585,Switzerland,Basel
50.0,2.0,1585,Switzerland,Basel
72.0,3.5,1590,Switzerland,Basel
81.0,3.0,1600,Switzerland,Basel
87.0,3.0,1605,Switzerland,Basel
77.0,3.0,1610,Switzerland,Basel
69.0,3.0,1630,Switzerland,Basel
70.0,3.0,1645,Switzerland,Basel
80.0,3.5,1650,Switzerland,Basel
72.0,3.0,1650,Switzerland,Basel
65.0,3.0,1650,Switzerland,Basel
61.0,2.0,1650,Switzerland,Basel
69.0,3.0,1675,Switzerland,Basel
47.0,1.0,1675,Switzerland,Basel
70.0,3.0,1695,Switzerland,Basel
82.0,4.5,1750,Switzerland,Basel
81.0,3.0,1760,Switzerland,Basel
62.0,3.0,1780,Switzerland,Basel
70.0,3.0,1820,Switzerland,Basel
81.0,3.0,1830,Switzerland,Basel
63.0,2.5,1920,Switzerland,Basel
67.0,3.0,1930,Switzerland,Basel
60.0,2.0,1950,Switzerland,Basel
60.0,3.0,1955,Switzerland,Basel
75.0,3.0,1980,Switzerland,Basel
92.0,3.0,1990,Switzerland,Basel
95.0,4.0,2000,Switzerland,Basel
80.0,3.5,2000,Switzerland,Basel
93.0,2.5,2010,Switzerland,Basel
92.0,4.5,2095,Switzerland,Basel
84.0,4.5,2235,Switzerland,Basel
96.0,3.5,2350,Switzerland,Basel
98.0,3.5,2400,Switzerland,Basel
93.0,4.0,2440,Switzerland,Basel
99.0,3.5,2540,Switzerland,Basel
116.0,4.5,2690,Switzerland,Basel
120.0,4.5,2790,Switzerland,Basel
141.0,4.5,2868,Switzerland,Basel
120.0,4.0,3590,Switzerland,Basel
20.0,1.0,450,Switzerland,Basel
26.0,1.0,550,Switzerland,Basel
13.0,1.0,595,Switzerland,Basel
36.0,1.0,755,Switzerland,Basel
25.0,1.0,770,Switzerland,Basel
40.0,1.5,790,Switzerland,Basel
23.0,1.0,865,Switzerland,Basel
28.0,1.0,890,Switzerland,Basel
42.0,1.0,890,Switzerland,Basel
28.0,1.0,905,Switzerland,Basel
40.0,1.5,910,Switzerland,Basel
27.0,1.0,920,Switzerland,Basel
45.0,1.0,980,Switzerland,Basel
28.0,1.5,1025,Switzerland,Basel
36.0,1.5,1030,Switzerland,Basel
49.0,3.0,1040,Switzerland,Basel
40.0,2.0,1040,Switzerland,Basel
39.0,1.5,1050,Switzerland,Basel
66.0,2.5,1080,Switzerland,Basel
66.0,3.0,1090,Switzerland,Basel
44.0,1.5,1090,Switzerland,Basel
35.0,1.5,1095,Switzerland,Basel
54.0,2.5,1100,Switzerland,Basel
47.0,2.0,1100,Switzerland,Basel
45.0,1.5,1125,Switzerland,Basel
49.0,2.0,1140,Switzerland,Basel
46.0,2.0,1140,Switzerland,Basel
54.0,2.0,1150,Switzerland,Basel
45.0,1.5,1150,Switzerland,Basel
62.0,1.5,1150,Switzerland,Basel
53.0,2.0,1180,Switzerland,Basel
48.0,2.5,1190,Switzerland,Basel
49.0,2.0,1190,Switzerland,Basel
31.0,1.5,1200,Switzerland,Basel
45.0,2.0,1210,Switzerland,Basel
43.0,2.0,1220,Switzerland,Basel
43.0,2.0,1226,Switzerland,Basel
45.0,2.0,1230,Switzerland,Basel
51.0,2.0,1230,Switzerland,Basel
60.0,2.5,1290,Switzerland,Basel
45.0,2.0,1290,Switzerland,Basel
59.0,2.0,1290,Switzerland,Basel
35.0,1.5,1290,Switzerland,Basel
49.0,2.0,1300,Switzerland,Basel
56.0,1.5,1310,Switzerland,Basel
40.0,2.5,1320,Switzerland,Basel
64.0,3.0,1325,Switzerland,Basel
65.0,3.0,1336,Switzerland,Basel
58.0,2.0,1340,Switzerland,Basel
74.0,3.0,1350,Switzerland,Basel
52.0,2.0,1380,Switzerland,Basel
70.0,3.0,1390,Switzerland,Basel
52.0,3.0,1390,Switzerland,Basel
45.0,2.0,1390,Switzerland,Basel
50.0,2.5,1400,Switzerland,Basel
46.0,2.5,1400,Switzerland,Basel
61.0,2.0,1400,Switzerland,Basel
62.0,2.5,1410,Switzerland,Basel
68.0,3.0,1430,Switzerland,Basel
58.0,2.0,1440,Switzerland,Basel
76.0,3.5,1450,Switzerland,Basel
30.0,2.0,1450,Switzerland,Basel
40.0,1.5,1450,Switzerland,Basel
61.0,3.0,1460,Switzerland,Basel
65.0,3.0,1470,Switzerland,Basel
80.0,3.5,1480,Switzerland,Basel
67.0,3.0,1480,Switzerland,Basel
64.0,3.0,1490,Switzerland,Basel
61.0,3.0,1500,Switzerland,Basel
55.0,3.0,1500,Switzerland,Basel
74.0,3.0,1510,Switzerland,Basel
73.0,3.0,1520,Switzerland,Basel
68.0,3.5,1530,Switzerland,Basel
71.0,3.0,1530,Switzerland,Basel
70.0,3.0,1540,Switzerland,Basel
76.0,3.5,1570,Switzerland,Basel
70.0,3.0,1580,Switzerland,Basel
65.0,3.0,1590,Switzerland,Basel
69.0,2.5,1590,Switzerland,Basel
65.0,3.5,1600,Switzerland,Basel
70.0,3.0,1603,Switzerland,Basel
61.0,3.5,1620,Switzerland,Basel
68.0,3.0,1620,Switzerland,Basel
68.0,2.5,1620,Switzerland,Basel
64.0,3.0,1625,Switzerland,Basel
70.0,2.5,1630,Switzerland,Basel
80.0,3.5,1640,Switzerland,Basel
61.0,3.5,1640,Switzerland,Basel
65.0,3.0,1640,Switzerland,Basel
54.0,1.5,1653,Switzerland,Basel
63.0,3.0,1654,Switzerland,Basel
83.0,3.5,1680,Switzerland,Basel
80.0,3.5,1680,Switzerland,Basel
66.0,3.0,1690,Switzerland,Basel
57.0,3.0,1720,Switzerland,Basel
72.0,3.5,1730,Switzerland,Basel
74.0,3.0,1735,Switzerland,Basel
75.0,3.0,1755,Switzerland,Basel
88.0,3.0,1760,Switzerland,Basel
80.0,4.0,1770,Switzerland,Basel
87.0,3.5,1795,Switzerland,Basel
77.0,3.5,1800,Switzerland,Basel
77.0,3.0,1820,Switzerland,Basel
88.0,3.0,1830,Switzerland,Basel
92.0,3.5,1860,Switzerland,Basel
93.0,3.5,1880,Switzerland,Basel
80.0,3.0,1900,Switzerland,Basel
62.0,2.5,1920,Switzerland,Basel
71.0,3.5,1930,Switzerland,Basel
74.0,3.5,1950,Switzerland,Basel
102.0,4.5,1980,Switzerland,Basel
91.0,3.5,2080,Switzerland,Basel
92.0,4.0,2100,Switzerland,Basel
80.0,3.5,2130,Switzerland,Basel
90.0,3.5,2130,Switzerland,Basel
103.0,3.5,2490,Switzerland,Basel
146.0,5.5,3420,Switzerland,Basel
129.0,6.0,4850,Switzerland,Basel
22.0,1.0,750,Switzerland,Basel
36.0,1.0,860,Switzerland,Basel
34.0,1.0,875,Switzerland,Basel
36.0,1.0,875,Switzerland,Basel
35.0,1.0,885,Switzerland,Basel
32.0,1.0,920,Switzerland,Basel
17.0,1.0,930,Switzerland,Basel
27.0,1.5,995,Switzerland,Basel
32.0,1.0,1015,Switzerland,Basel
30.0,1.0,1070,Switzerland,Basel
61.0,2.0,1110,Switzerland,Basel
48.0,1.0,1110,Switzerland,Basel
33.0,2.0,1130,Switzerland,Basel
44.0,2.0,1145,Switzerland,Basel
54.0,2.0,1180,Switzerland,Basel
46.0,2.0,1180,Switzerland,Basel
41.0,1.0,1180,Switzerland,Basel
29.0,1.0,1200,Switzerland,Basel
52.0,2.0,1220,Switzerland,Basel
30.0,1.0,1240,Switzerland,Basel
56.0,2.0,1245,Switzerland,Basel
39.0,1.0,1255,Switzerland,Basel
51.0,2.0,1265,Switzerland,Basel
59.0,2.0,1285,Switzerland,Basel
57.0,2.0,1290,Switzerland,Basel
31.0,2.0,1290,Switzerland,Basel
60.0,2.0,1290,Switzerland,Basel
56.0,2.0,1330,Switzerland,Basel
50.0,2.0,1330,Switzerland,Basel
63.0,3.0,1340,Switzerland,Basel
44.0,2.0,1350,Switzerland,Basel
70.0,3.0,1360,Switzerland,Basel
60.0,2.5,1375,Switzerland,Basel
67.0,3.0,1390,Switzerland,Basel
57.0,2.5,1390,Switzerland,Basel
75.0,3.5,1400,Switzerland,Basel
65.0,3.0,1400,Switzerland,Basel
56.0,2.5,1420,Switzerland,Basel
56.0,2.5,1430,Switzerland,Basel
55.0,2.5,1450,Switzerland,Basel
65.0,2.0,1450,Switzerland,Basel
50.0,1.5,1485,Switzerland,Basel
74.0,3.0,1490,Switzerland,Basel
65.0,2.5,1490,Switzerland,Basel
48.0,2.5,1490,Switzerland,Basel
67.0,2.0,1490,Switzerland,Basel
60.0,3.0,1500,Switzerland,Basel
50.0,2.5,1500,Switzerland,Basel
73.0,3.0,1506,Switzerland,Basel
72.0,3.0,1510,Switzerland,Basel
75.0,3.0,1515,Switzerland,Basel
67.0,2.5,1520,Switzerland,Basel
70.0,3.0,1525,Switzerland,Basel
84.0,3.5,1540,Switzerland,Basel
70.0,3.0,1545,Switzerland,Basel
73.0,3.5,1550,Switzerland,Basel
78.0,3.0,1550,Switzerland,Basel
55.0,2.0,1550,Switzerland,Basel
